,Product_code,Words,sentences
2503,B098XLXDRS,battery,"No ""Fragile"" sticker is put on the package except the sticker talking about the ""Contains battery"" warning.A Great option for people who need a premium looking laptop."
2504,B098XLXDRS,battery,"Get the Ultra one if you can( bigger screen, bigger battery, higher refresh rate, heatsink over ssd) which is better value for money according to me."
2505,B098XLXDRS,battery,Disable digital video stabilization setting from camera app else there will be delay in video.Close to 10 hour battery backup after full charge.
2506,B098XLXDRS,battery,Battery is not for heavy use.... Additionally I didn't see any charging limiter so using while keeping on charge may degrade the battery.... Somehwat unlike other laptops...
2507,B098XLXDRS,battery,"\xa0received unit is faulty - fingerPrint, power button and battery are not working properlyIssue with the received unit:1. after using it for few hours the system got struck and made a noise and didn't work for a long time and then i force shut down it and opened it."
2508,B098XLXDRS,battery,the battery life shows very differently some times it gives 7hr and sometimes it's 2 hr even after the battery is fully charged(green light is indicated for full charge) for almost the same kind of workflow.3.
2509,B098XLXDRS,battery,"I was looking for one with a good display that will help me work without the monitor connected.2) Battery:With a moderate use, battery performance on the first day was really good."
2510,B098XLXDRS,battery,Build quality is awesome too.. battery life was decent for my working (around 7-8 hours) over all for 68k it was a steal deal for me..
2511,B098XLXDRS,battery,\xa0The laptop is extremely well builtI have i5 8gb variant as 16 gb was out of stock.1) performance is great for this price range is great2) battery life is also good for an instance i started at 9 in the morning at 100% and it lasted for 2 pm.In meanwhile i was continuously using it at 90hz 3 tabs were open in chrome and it was connected to wifi and Bluetooth display brightness was 50% as i was indoor.3) Gaming I don't do heavy gaming but i played valorant on it at 1080p  low graphics and it was giving around 50 to 80 fps .
2512,B098XLXDRS,battery,I\'d suggest 60Hz for slightly more battery though.Now onto battery.
2513,B098XLXDRS,battery,"Takes some time to charge from 80-100, I think it\'s to reduce the battery degradation over time, so it\'s a good thing."
2514,B098XLXDRS,battery,"Also youtubers suggest not to charge your laptops above 80-90% for the same reason so it is good.Now the usage I got for the entire 100% of battery, till the laptop shutdown by itself at 3.2k (native resolution) and 90Hz refresh was around 8 hours of screen time."
2515,B098XLXDRS,battery,"On same resolution and 60Hz I easily get 6 hours on just 80% battery(this is how I normally use the laptop, to stop battery degradation)The camera quality is better than most, and mic has a good capture range(no noise cancellation or anything so picks up your background easily).The headphone jack is good and it also letsnyou select headset/headphone.IT IS NOT A GAMING LAPTOP."
2516,B098XLXDRS,battery,"It has really nice precision touch driver suport for multi finger gestures which are handy to use.Final verdict: if you want an absolutely gorgeous display with light weight, sturdy, full aluminium build for productivity tasks or just college with entry level FPS gaming and good battery life this is the pick for you."
2517,B098XLXDRS,battery,"Must go for this
Superb build quality, awesome screen, and the main highlight of this laptop is its design, it feels very premium, battery backup is also very good i got 8 hours backup in normal usage and 6 hours in heavy usage."
2518,B098XLXDRS,battery,For the battery I get somewhere around 5-6 hrs.
2519,B098XLXDRS,battery,"For me Noo.Battery life - i setup and updated all updates and downloaded software and surfing while connected to wifi for 3.5 hrsThen transferred my old pc data to this still connted to wifi and meanwhile twerk some settings also for around 1hrAnd watched 2 movies in vlc player (skipping emotional scenes) for around 3.5hr and after these all laptop remain with 18% battery.So overall battery performance is more than sufficient for me 7-8 hrs in 30% brightness and used in one before better performance mode.I'm sure if you drain batteryfrom 100% to below 10% you can easily get 9-10hrs of browsing office work (word excel and all) or even programming with browser with 30% brightness.For brightness its good for in doors and i even don't have any problems in using outdoor so it depends on person.Overall OP OP LAPTOP 👑🔥
4.6/5 my ratingCons:1."
2520,B098XLXDRS,battery,Mso2019 & windows 11Great:Build qualityDisplaySpecifications at the price pointBattery life is 8hrs medium usage (+-2.5 for low and heavy usage) daylong battery.Performance with respect to price.
2521,B098XLXDRS,battery,SSD and processor make it supper fast and all their claims are right except battery.
2522,B098XLXDRS,battery,"If you are going to use it for online classes (video mode on), you will get only 5-6 hours of battery life."
2523,B098XLXDRS,battery,"Very slim, looks nice and professional but bulky
Pros: great display, fast finger print scanner, nice build quality, aluminium body with nice design, good battery life.Cons: speakers are average, it can get scratches on body easily.you can play games on it but it gets heated."
2524,B098XLXDRS,battery,Sleep mode option is consuming some battery.4.
2525,B098XLXDRS,battery,"Build quality, fingerprint scanner, battery life is good."
2526,B098XLXDRS,battery,"\xa0Display is amazing , battery is low expected 7-8 hrs but only deliver 5-6 hrs approx
best laptop for its price i am using i5 8gb ram
The media could not be loaded."
2527,B098XLXDRS,battery,"I was very impressed when i checked on their website that 50 percent of the battery charges in 30 mins, which is not the fact."
2528,B098XLXDRS,battery,"Even battery life is good
Its pretty solid machine, so far its too good and value for money."
2529,B098XLXDRS,battery,"I like the laptop as it have premium feel macbook look alike, not comfortable with keypad position, battery life drops significantly  with continuous word Excel tasks, not as per they claim 11 hours provides around 5-6 hours."
2530,B098XLXDRS,battery,"\xa0Good battery backup and nice display quality and performance is also good
I haven’t expected a poor sound performance .over al ok but in Thai rove range we expect a decent sound output .unfortunately this one fails here .sound quality is very poor
Very good product
All good but battery life 🔋 sucksAs company clams 12hrs, but it last for 5-6hrs, which is 50% as clamesVery disappointed for the battery 🔋
Do not buy this if your are looking for long backup go with other brands.Battery backup is 03 hours only.Laptop sound is average.Boot up timing 04 seconds.Look very impressive."
2531,B098XLXDRS,battery,"Pros :Lighting speedGood batteryAwesome designKeyboardCons:Camera
Only sound quality is too lowReaming all are superb
The media could not be loaded."
2532,B098XLXDRS,battery,battery life around 6-7 hours  .
2533,B098XLXDRS,battery,"only problem is that i cannot take extended warranty for this one
Liked it, good battery and brightness
GOOD PRODUCT
It's Wonderful....
Over priced....and some accessories should be included along with laptop such as pen drive or alexa
It's a good product"", 'I got some 3rd party charger which is lte and other than that it is really a good product worth it
Not so happy with keyboard It feels like cheaper."
2534,B098XLXDRS,battery,"I kinda wish Xiaomi went with the 6-core i5 but given the bad thermals, that\'d prolly make things worse?Another aspect that suck for me, especially coming from a MacBook 13"", are the speakers and battery."
2535,B098XLXDRS,battery,"The battery life is worse than what I get from a 13"" MacBook which I find quite hilarious."
2536,B098XLXDRS,battery,I believe the crux of the issue is that Xiaomi added a pretty low capacity battery in a large laptop with a large screen.
2537,B098XLXDRS,battery,I wished the battery was a bit bigger to get 6-8 hours but maybe I\'m asking too much at this price point?The trackpad is trash.
2538,B098XLXDRS,battery,"I have been using the laptop for the past two weeks and here is the review:Performance: 9.5/10 - I was able to run two studios in two screens at same time but there was no lagBattery: 7/10 - even though they have mentioned 12 hours battery backup - under better performance mode, it will be around 6 to 7 hours.Charging - 7/10 - The charging adopter is heating little if we keep for 3 to 4 hours.Heating - 8/10 - There are two modes for fan."
2539,B098XLXDRS,battery,"Of course we are purchasing this laptop for productive work not for clicking selfie's 😅.Now a days almost every people have smartphone with high resolution cemera and best quality speakers.Bunch of specifications this laptop have...like3.2k Display, WiFi 6, light weight easy to carry, battery back up uoto 10 hours, Irix graphics card, 89.2 screen to display ration ..and many moreSo over all this laptop is value for money product people can definitely look for this, in this price rang people might not be able to found other product with this type of specifications."
2540,B098XLXDRS,battery,Please don't buy this product .Pros:Nice screenSlimMac book feel16GB i7 is superfastCons:Build feels poor in the bottom.The grill vent in the bottom is very poor and can bend even with mild press.Speakers sound is lowSpeakers get blocked on soft surfaces and you don't hear anything.Battery performance is 30 percent less than what they claim on website.After One month..The laptop is NOMORE running on the battery.It gets turned off when I remove charger.
2541,B098XLXDRS,display,"Superb build quality.Trackpad is also good,Didn't check the games yet will update the review after one month of use.Programming purpose this is the best Laptop with good display.Booting is very fast and it will open the screen in 5sec with finger print access.Cons which I feel1.even though it is 15 inch lap it doesn't have number keys at right side of the keyboard.2.Volume of the speakers is very less for spending 77k.3."
2542,B098XLXDRS,display,""", ""ohk so first of all.pros:-1.great display2.keyboard is very tactile and nice3.finger print scanner is just awesome4: overall no performance issues5.build quality is just great.i mean its just top of the line.1.79 kg umm you can't say it's light but yeah it's not that 3-4lg like those damnn gaming laptops 😂."
2543,B098XLXDRS,display,"(fyi guys:-i bought the i5 16 gb variant)you also must go 16 gb if you want to use it for like more than 2 years.cons:-1.trackpad quality is little disappointing imean it's great,but it's just that it fells a little how can i say that luke mushy or something like that you have to get used to it.2.heat yup let me tell you heat issues are there like even if u have a 16 gb variant and u are running like just 3-4 applications  it will get like more warmer than usuall.like on the f2-f3 keys and above section.so yeah you can expect more heating while doing extensive tasks.like video rendering or slight gaming.3.i don't know if this happened with me only or it was a bug but while set up i was facing a white screen issue after logging in my microsoft account.i had to re-start the laptop like couple of times,then the setup got completed.4.speakers those damnnn speakers.bc mera phone jyada tez sound krta hai un speakers se.i would recommend to get a mini Bluetooth speaker for content consumption.i download a app called audio relay,so it let me use my phone's speaker as a wireless speaker.ohk so that was all form my side
No slim book with 16 GB ram, 3.2k display and an aluminum chassis at this price."
2544,B098XLXDRS,display,"While running Microsoft Teams with charging, the left side of the laptop did get warm.8) Preferred it over Realmebook due to Matte display, 16gb variant plus more Ports and that higher resolution 15.6 inch screen with 90 hz refresh rate.9) The laptop is imported and is made in China at a place (Nanchang) which also makes Acer Laptops."
2545,B098XLXDRS,display,\xa0😡😡after 3 days it was turning on but the display was black .
2546,B098XLXDRS,display,Beautiful display.
2547,B098XLXDRS,display,No other laptops give you this high-resolution matt finish display.
2548,B098XLXDRS,display,The 3K display at this price point is just nuts.
2549,B098XLXDRS,display,WFH is a breeze if you work on a lot of spreadsheets as this aspect ratio helps in showing more rows and columns on the display and the high resolution helps in clarity on what you see on screen.
2550,B098XLXDRS,display,"Got it delivered today, the build quality is great, display is amazing."
2551,B098XLXDRS,display,"Looks great, super display and  quite fast so far.Big disspointment is the charger and charging."
2552,B098XLXDRS,display,"Hope it works for others.Happy with the build quality, display, wifi 6 and fast ports.Rest all is just gimick unless some miraculous software update can fix the speakers, webcam and charging options."
2553,B098XLXDRS,display,"Red for  charge less than 20, orange from 20 to 90 and green for charge more than 90 percentage.90hz display with 3k resolution."
2554,B098XLXDRS,display,"Its build is superb, display is by far the best."
2555,B098XLXDRS,display,okay got the ultra today and the display is not as amazing as advertised imho.
2556,B098XLXDRS,display,It is extremely sharp (thanks to the 2000p display!)
2557,B098XLXDRS,display,"Another example after the iPhone 11 that proves higher resolution != better display.I have an old hp pavilion 14 x360 (14inch 1080p), LG 22MK600M monitor (22 inch IPS LCD 1080p), Lenovo L24i-30 monitor (24 inch IPS LCD 1080p) to compare with and have to say color reproduction is not at all natural on the Mi laptop."
2558,B098XLXDRS,display,Even looking at the long shots of the trees you can tell the display is so over saturated.
2559,B098XLXDRS,display,Only display didn't reach the expectation.
2560,B098XLXDRS,display,"The value this laptop provides is unmatched in the market , especially the display which is going to leave your breathless."
2561,B098XLXDRS,display,Pros:Great display..Great speed...Great metallic design...Great performance....Highly responsive fingerprint scanner..Typing feels marvelous..Battery backup satisfactorily upto 3hrs.. (we cannot expect much at this price range)Cons:Numeric keypad is absent.Speakers are down facing...
2562,B098XLXDRS,display,"I was looking for one with a good display that will help me work without the monitor connected.2) Battery:With a moderate use, battery performance on the first day was really good."
2563,B098XLXDRS,display,"When i was setting it up..and installing windows updates it crashed two times and rebooted,after then windows Hello sign in feature was disabled automatically, fingerprint was working fine for first five days and then it showed error Message as this feature is unavailable..Raised a replacement request with Amazon and thank to supportive staff they barely took 15 min to create a replacement order thanks Amazon.I i bought mi notebook ultra i7 varient.Apart from this software bug laptop is really awesome..it has this flagship display."
2564,B098XLXDRS,display,\xa0The laptop is extremely well builtI have i5 8gb variant as 16 gb was out of stock.1) performance is great for this price range is great2) battery life is also good for an instance i started at 9 in the morning at 100% and it lasted for 2 pm.In meanwhile i was continuously using it at 90hz 3 tabs were open in chrome and it was connected to wifi and Bluetooth display brightness was 50% as i was indoor.3) Gaming I don't do heavy gaming but i played valorant on it at 1080p  low graphics and it was giving around 50 to 80 fps .
2565,B098XLXDRS,display,3K display is a sight to behold.
2566,B098XLXDRS,display,So they tend to slide on a sloped surface.Next onto the display.
2567,B098XLXDRS,display,This display is ABSOLUTELY GORGEOUS.
2568,B098XLXDRS,display,"It has really nice precision touch driver suport for multi finger gestures which are handy to use.Final verdict: if you want an absolutely gorgeous display with light weight, sturdy, full aluminium build for productivity tasks or just college with entry level FPS gaming and good battery life this is the pick for you."
2569,B098XLXDRS,display,"\xa0The screen display is top notch, unbeatable at this price range."
2570,B098XLXDRS,display,"Very fast charging, fast processing speed and amazing display but sound is very low and camera quality also not good but yet value for monay."
2571,B098XLXDRS,display,"Super laptop in this price the display is extraordinary super display keyboard is super and fingerprint is also very fast overall good product all round laptop expect for gamers this laptop see like apple macbook 😍
MI Notebook Ultra (The latest series launched in July/Aug 2021) with 15.6 3k display, 11th Gen i7 Processor, 16GB RAM And 512GB SSD is simply superb."
2572,B098XLXDRS,display,"I wanted to test this laptop out of curiosity to introduce internally for our managers and consultants.PROS:Well designed Laptop with soft keyboard with backlit functionBrilliant 3K display unparalleled in its class and rangeWell packaged Specs under Rs.77,000 (Inclusive of taxes)Reasonable weight (though not light as LG Gram or Apple Air) considering its sturdy buildGreat aesthetics (Reminds you of Apple Macbook Pro)Good and quiet performance (Does not heat at all as it has great insulation and fan to vent out heat)Great performance for running office and many other applications.CONS:The touchpad should be as good as what's available in Apple Macbook ProOptions to buy with dedicated Graphic Card for UX/Graphics users.I strongly recommend this product for almost all purposes
Charger is of average quality and the speakers are not up to the merk honesty."
2573,B098XLXDRS,display,"Increase EQ volume of each band (I have set it to 5)
Used hp notebook for 7 years now upgraded to this And believe me I am so impressed by quality of this laptop.Best under 60kNo competitionFor me sound is not issue as I mostly use 400rs boat earphones and very good experienceOverall best for collage students.Fan noise is negligible that i doubt is there fan inside?😂 But seriously then also temperature don't get high laptop stays cool.Display is truly awesomeI haven't seen this type of display in my entire life."
2574,B098XLXDRS,display,"Very slim, looks nice and professional but bulky
Pros: great display, fast finger print scanner, nice build quality, aluminium body with nice design, good battery life.Cons: speakers are average, it can get scratches on body easily.you can play games on it but it gets heated."
2575,B098XLXDRS,display,"Brilliant display
The media could not be loaded."
2576,B098XLXDRS,display,"On/off is going, seems Os crashed
Suddenly Display Is Pixelated & Doesn't Respond Anymore"", 'I received the product on 17-Oct-2021, setup the user account in Windows, within 3 hours, the entire display got pixelated & system was not responding."
2577,B098XLXDRS,display,"Fingerprint is so fast display is too good.Spearker volume is not up to the mark
Very smooth and comfortable, premium Quality at that price point.Fully Satisfied."
2578,B098XLXDRS,display,"\xa0Good battery backup and nice display quality and performance is also good
I haven’t expected a poor sound performance .over al ok but in Thai rove range we expect a decent sound output .unfortunately this one fails here .sound quality is very poor
Very good product
All good but battery life 🔋 sucksAs company clams 12hrs, but it last for 5-6hrs, which is 50% as clamesVery disappointed for the battery 🔋
Do not buy this if your are looking for long backup go with other brands.Battery backup is 03 hours only.Laptop sound is average.Boot up timing 04 seconds.Look very impressive."
2579,B098XLXDRS,display,"Bought with Mi bag very comfortable
It's display is amazing.totally better laptop
Speakers
Opened my laptop first time instantly noticed dead pixels all over the laptop disappointed
Value for money
Am giving 3 start due to laptop experiencing little bit shock while charging."
2580,B098XLXDRS,display,"Laptop is good but sound quality is average
Built quality is amazing and the performance is blast 💥💣
Best for money but heating issue is there and hedaptar also full heating
Battery backup best in that segmentBulit quality was good
Best specs
Excellent product
In short this laptop is the best I  love it❤️❤️
All rounder best performance
amazing display and build quality
Good
fast with clear display
beautiful
Good
Nice
So, I was pretty excited to get this laptop near launch since it looked quite good from all aspects except for the decision to stick with Intel.And well, in a nutshell—this ain\'t it Chief."
2581,B098XLXDRS,display,"THE MO-EFFIN\' DISPLAY!Seriously, HP/Dell/Lenovo should be embarrassed for shipping displays in this day and age that can\'t even support the full sRGB gamut!"
2582,B098XLXDRS,display,"The display on this laptop though, is a home run in all aspects."
2583,B098XLXDRS,display,"The addition of 90Hz is also appreciated, the UI is a lot smoother looking that way and I say why not expect all this, when we\'re getting beautiful high-refresh displays in mobile phones?"
2584,B098XLXDRS,display,"The overall build is quite decent except for the display frame which flexes so be careful.Oh, and I am so happy to report that you can open the laptop lid with just a finger!!"
2585,B098XLXDRS,display,"The fingerprint reader doesn\'t work, there are no Linux drivers for it as of now.Verdict:---------I want to applaud Xiaomi even though this laptop has some big red marks, because I think at this price point, you\'ll find it hard to get a laptop that\'s tailored for productivity/day-to-day office work with such a good display."
2586,B098XLXDRS,display,The 3.2K display is just amazing.
2587,B098XLXDRS,display,"Of course we are purchasing this laptop for productive work not for clicking selfie's 😅.Now a days almost every people have smartphone with high resolution cemera and best quality speakers.Bunch of specifications this laptop have...like3.2k Display, WiFi 6, light weight easy to carry, battery back up uoto 10 hours, Irix graphics card, 89.2 screen to display ration ..and many moreSo over all this laptop is value for money product people can definitely look for this, in this price rang people might not be able to found other product with this type of specifications."
2588,B098XLXDRS,quality,"Pros:1) Build quality.2) Display (best I have ever seen amongst laptops).3) Keyboard, great typing experience.4) Fingerprint, lightening fast.Cons:1) Sound speakers downwards, would have been better on surface."
2589,B098XLXDRS,quality,"Overall product is good, but charger is missing in package, and web cam is very bad quality
There's volume and KB backlight fix for this laptop to get loud sound!"
2590,B098XLXDRS,quality,"Superb build quality.Trackpad is also good,Didn't check the games yet will update the review after one month of use.Programming purpose this is the best Laptop with good display.Booting is very fast and it will open the screen in 5sec with finger print access.Cons which I feel1.even though it is 15 inch lap it doesn't have number keys at right side of the keyboard.2.Volume of the speakers is very less for spending 77k.3."
2591,B098XLXDRS,quality,Camera quality is not good.4.
2592,B098XLXDRS,quality,"Seems Xiaomi compromised on Charger , quality is ok don't know about the durability and also on charger it shows other brand name
it's just a little bit less than perfect."
2593,B098XLXDRS,quality,""", ""ohk so first of all.pros:-1.great display2.keyboard is very tactile and nice3.finger print scanner is just awesome4: overall no performance issues5.build quality is just great.i mean its just top of the line.1.79 kg umm you can't say it's light but yeah it's not that 3-4lg like those damnn gaming laptops 😂."
2594,B098XLXDRS,quality,"(fyi guys:-i bought the i5 16 gb variant)you also must go 16 gb if you want to use it for like more than 2 years.cons:-1.trackpad quality is little disappointing imean it's great,but it's just that it fells a little how can i say that luke mushy or something like that you have to get used to it.2.heat yup let me tell you heat issues are there like even if u have a 16 gb variant and u are running like just 3-4 applications  it will get like more warmer than usuall.like on the f2-f3 keys and above section.so yeah you can expect more heating while doing extensive tasks.like video rendering or slight gaming.3.i don't know if this happened with me only or it was a bug but while set up i was facing a white screen issue after logging in my microsoft account.i had to re-start the laptop like couple of times,then the setup got completed.4.speakers those damnnn speakers.bc mera phone jyada tez sound krta hai un speakers se.i would recommend to get a mini Bluetooth speaker for content consumption.i download a app called audio relay,so it let me use my phone's speaker as a wireless speaker.ohk so that was all form my side
No slim book with 16 GB ram, 3.2k display and an aluminum chassis at this price."
2595,B098XLXDRS,quality,The build quality is super premium with Aluminium.
2596,B098XLXDRS,quality,The China models complaint of severe throttling with temperatures reaching 100° C because of that.Cons:-1) Xiaomi should take quality control seriously.
2597,B098XLXDRS,quality,Exceptional build quality.
2598,B098XLXDRS,quality,"Got it delivered today, the build quality is great, display is amazing."
2599,B098XLXDRS,quality,"Hope it works for others.Happy with the build quality, display, wifi 6 and fast ports.Rest all is just gimick unless some miraculous software update can fix the speakers, webcam and charging options."
2600,B098XLXDRS,quality,Are they giving cheap quality hardware packed in a high quality build???
2601,B098XLXDRS,quality,"some times while opening the system the authentication will not ask for fingerPrint it directly opens, i thought it quickly recognized the fingerPrint as soon as it system opened but while restarting the system also observed the same issue.at last, the build quality, the screen, and the specs at this price point is great but you need to get a good working unit."
2602,B098XLXDRS,quality,"I felt really cheated and this is not what I expected from Amazon nor Xiaomi
Everything is fine i doesn\'t like 3 things in it they are1) Touch Pad is Not up to the mark it\'s not giving any premium feel and not nice.2) 2×2W Speakers are very low.3) Charger inside the box is not the Xiaomi branded Charger they are giving other company charger named ""LITEON"" Brand.Rest of that everything is fine
Pathetic quality."
2603,B098XLXDRS,quality,Best possible clone of MacBook in your budget.I tried to install MacOS and shared this photo with my friends and they thought it was MacBook 😂Pros -1) Metal build2) Battery backup (my case 6-7hrs)3) Display quality with 90hz performs really well for editing4) Wi-Fi 6 has great connectivity and has thunderbolt 4 portCons-1) It would be great if it come with Ryzen variant and 2gb graphics card2) Intel iris xe donot performs well in high end games (tried watch dogs2)3) the velcro for binding the charger wire is little small and can have problem while binding the wiresOverall it is a good clone for MacBook which comes in a pocket.
2604,B098XLXDRS,quality,"I felt it's more effective when it's kept on a surface than we keep it on lap.5) Performance:Performance wise there is not much notable difference from those of others with the same specification3) Others:Fingerprint, keyboard, mouse pad are also impressive in the first instance.My take: Overall a good, worthy and budget friendly product when compared to those in the same category!Thanks to Amazon too, to deliver it quickly and to give an option to buy for a day when the stock is up
The laptop has been proven to be a superior machine in terms of quality and performance despite a competitive price there has been some compromises to reduce the price such as absence of dedicated GPU, a card slotbut for a normal user like me it should not matter much so I'd give it a 4.5 stars a best buy itself, xiomi has created an ecosystem now and I've become a part of it
I bought this on 8th Sep."
2605,B098XLXDRS,quality,Build quality is awesome too.. battery life was decent for my working (around 7-8 hours) over all for 68k it was a steal deal for me..
2606,B098XLXDRS,quality,"\xa0Display is crisp and clearPerformance is good tooDrives are good tooFingerprint is awesomeFront cam is above average (good)Build quality is premiuim (macbook feel)But Xiaomi lacked few things which I noticedThere's no OEM Windows disk included or atleast they should attach a link on their website where all drivers are available.There's no support assist app which can help in installation of drivers, like dell have dell assist and every other brands have that.Speaker quality is good but it's not loud unless you turn off DTS processing app.External graphics card is supported thanks to Thunderbolt 4 but there should have one more option with discrete graphics card for civil and mechanical engineers.This pc can handle casual gaming but for heavy gaming it should not be your first choice."
2607,B098XLXDRS,quality,"It comes with a 65w usb c charger which is around 200g, it\'s of standard quality and the usb c connector feels sturdy."
2608,B098XLXDRS,quality,The only problem with build quality i feel is that the rubber feet aren\'t that sticky.
2609,B098XLXDRS,quality,"On same resolution and 60Hz I easily get 6 hours on just 80% battery(this is how I normally use the laptop, to stop battery degradation)The camera quality is better than most, and mic has a good capture range(no noise cancellation or anything so picks up your background easily).The headphone jack is good and it also letsnyou select headset/headphone.IT IS NOT A GAMING LAPTOP."
2610,B098XLXDRS,quality,keyboard looks good but compromised with build quality (sturdiness missing).3.
2611,B098XLXDRS,quality,"Very fast charging, fast processing speed and amazing display but sound is very low and camera quality also not good but yet value for monay."
2612,B098XLXDRS,quality,"Must go for this
Superb build quality, awesome screen, and the main highlight of this laptop is its design, it feels very premium, battery backup is also very good i got 8 hours backup in normal usage and 6 hours in heavy usage."
2613,B098XLXDRS,quality,"I wanted to test this laptop out of curiosity to introduce internally for our managers and consultants.PROS:Well designed Laptop with soft keyboard with backlit functionBrilliant 3K display unparalleled in its class and rangeWell packaged Specs under Rs.77,000 (Inclusive of taxes)Reasonable weight (though not light as LG Gram or Apple Air) considering its sturdy buildGreat aesthetics (Reminds you of Apple Macbook Pro)Good and quiet performance (Does not heat at all as it has great insulation and fan to vent out heat)Great performance for running office and many other applications.CONS:The touchpad should be as good as what's available in Apple Macbook ProOptions to buy with dedicated Graphic Card for UX/Graphics users.I strongly recommend this product for almost all purposes
Charger is of average quality and the speakers are not up to the merk honesty."
2614,B098XLXDRS,quality,Awesome laptop for the price.Display 9/10Performance 9/10Build quality 10/10Battery 6/10Audio 6/10Webcam 7/10The audio and webcam are decent and good enough for video calls.
2615,B098XLXDRS,quality,"Increase EQ volume of each band (I have set it to 5)
Used hp notebook for 7 years now upgraded to this And believe me I am so impressed by quality of this laptop.Best under 60kNo competitionFor me sound is not issue as I mostly use 400rs boat earphones and very good experienceOverall best for collage students.Fan noise is negligible that i doubt is there fan inside?😂 But seriously then also temperature don't get high laptop stays cool.Display is truly awesomeI haven't seen this type of display in my entire life."
2616,B098XLXDRS,quality,Charger low quality (3rd party and doesn't look durable).4 xiomi as a brand for laptop little trust issues.Decents:1.Camera2.All ports with thunderbolt 4 (see description of product)3.Backlit keyboard4.
2617,B098XLXDRS,quality,Mso2019 & windows 11Great:Build qualityDisplaySpecifications at the price pointBattery life is 8hrs medium usage (+-2.5 for low and heavy usage) daylong battery.Performance with respect to price.
2618,B098XLXDRS,quality,"Battery life poor 😢😢
Pros:-Display is superb-Battery 🔋 last for 5-6 hoursCons:-Charger is bulky, suppose to be slim one like Realme book-Camera quality should be better
The media could not be loaded."
2619,B098XLXDRS,quality,"Very slim, looks nice and professional but bulky
Pros: great display, fast finger print scanner, nice build quality, aluminium body with nice design, good battery life.Cons: speakers are average, it can get scratches on body easily.you can play games on it but it gets heated."
2620,B098XLXDRS,quality,"Build quality, fingerprint scanner, battery life is good."
2621,B098XLXDRS,quality,"It’s a beautiful device, very nice build quality and finish."
2622,B098XLXDRS,quality,"My model is i5 / 16GB Ram / 512 SSD
I like to say that its a perfect laptop for person who wants to use a premium product at a affordable price ....only thing I feel that definitely need to be improve is speakers and charging support with mobile charger
Everything is good but sound quality disappointed me!!"
2623,B098XLXDRS,quality,Everything else is great except sound quality.Sound output is extremely poor.
2624,B098XLXDRS,quality,"\xa0Good battery backup and nice display quality and performance is also good
I haven’t expected a poor sound performance .over al ok but in Thai rove range we expect a decent sound output .unfortunately this one fails here .sound quality is very poor
Very good product
All good but battery life 🔋 sucksAs company clams 12hrs, but it last for 5-6hrs, which is 50% as clamesVery disappointed for the battery 🔋
Do not buy this if your are looking for long backup go with other brands.Battery backup is 03 hours only.Laptop sound is average.Boot up timing 04 seconds.Look very impressive."
2625,B098XLXDRS,quality,"Core 17 16GB.Excellent Notebook...
Value for money product, laptop speakers are underpowered, build quality and configuration available is best for heavy to moderate usage, speakers are low in volume,needs improvement."
2626,B098XLXDRS,quality,"Remaing all are good for meCharger quality need to improve
Performance super fast looks amazingGood build qualitySpeaker's disappointing
Laptop is dead in just week days of usage."
2627,B098XLXDRS,quality,"Pros :Lighting speedGood batteryAwesome designKeyboardCons:Camera
Only sound quality is too lowReaming all are superb
The media could not be loaded."
2628,B098XLXDRS,quality,Really liked the laptop....worth the price and brilliant build quality.
2629,B098XLXDRS,quality,"Laptop is good but sound quality is average
Built quality is amazing and the performance is blast 💥💣
Best for money but heating issue is there and hedaptar also full heating
Battery backup best in that segmentBulit quality was good
Best specs
Excellent product
In short this laptop is the best I  love it❤️❤️
All rounder best performance
amazing display and build quality
Good
fast with clear display
beautiful
Good
Nice
So, I was pretty excited to get this laptop near launch since it looked quite good from all aspects except for the decision to stick with Intel.And well, in a nutshell—this ain\'t it Chief."
2630,B098XLXDRS,quality,"Its webcam is very nice, it give a fair quality of video."
2631,B098XLXDRS,quality,This laptop do everything and any type of work very smoothly and easily you can do it on this mi notebook ultra..Camera and speakers quality is slightly low but that does not countable.
2632,B098XLXDRS,quality,"Of course we are purchasing this laptop for productive work not for clicking selfie's 😅.Now a days almost every people have smartphone with high resolution cemera and best quality speakers.Bunch of specifications this laptop have...like3.2k Display, WiFi 6, light weight easy to carry, battery back up uoto 10 hours, Irix graphics card, 89.2 screen to display ration ..and many moreSo over all this laptop is value for money product people can definitely look for this, in this price rang people might not be able to found other product with this type of specifications."
2633,B098XLXDRS,speakers,"Pros:1) Build quality.2) Display (best I have ever seen amongst laptops).3) Keyboard, great typing experience.4) Fingerprint, lightening fast.Cons:1) Sound speakers downwards, would have been better on surface."
2634,B098XLXDRS,speakers,"Unfortunately, I have never seen good speakers in mid range laptop."
2635,B098XLXDRS,speakers,"Mac speakers are definitely good, but with a price tag.Overall: Value for money.Yet to test:1) Battery.2) Performance."
2636,B098XLXDRS,speakers,"SAD, I bought it under the impression I could buy mi extended warranty after purchase of the product :(
Excellent laptop for productivity purpose and watching movies( with external speakers 🔊).Display is awesome and Laptop feels very premium."
